,statement,1,2,3,4,5,6,7,8,score
28042,5/1*7=35,5,/,1,*,7,=,3,5,7
28043,5/1-7=-2,5,/,1,-,7,=,-,2,7
28044,5/1+7=12,5,/,1,+,7,=,1,2,7
28045,5*1*8=40,5,*,1,*,8,=,4,0,7
28046,5*1-8=-3,5,*,1,-,8,=,-,3,7
28047,5*1+8=13,5,*,1,+,8,=,1,3,7
28048,5-1*8=-3,5,-,1,*,8,=,-,3,7
28049,5-1-8=-4,5,-,1,-,8,=,-,4,6
28050,5-1+8=12,5,-,1,+,8,=,1,2,7
28051,5+1*8=13,5,+,1,*,8,=,1,3,7
28052,5+1-8=-2,5,+,1,-,8,=,-,2,7
28053,5+1+8=14,5,+,1,+,8,=,1,4,6
28054,5/1*8=40,5,/,1,*,8,=,4,0,8
28055,5/1-8=-3,5,/,1,-,8,=,-,3,7
28056,5/1+8=13,5,/,1,+,8,=,1,3,7
28057,5*1*9=45,5,*,1,*,9,=,4,5,6
28058,5*1-9=-4,5,*,1,-,9,=,-,4,7
28059,5*1+9=14,5,*,1,+,9,=,1,4,7
28060,5-1*9=-4,5,-,1,*,9,=,-,4,7
28061,5-1-9=-5,5,-,1,-,9,=,-,5,5
28062,5-1+9=13,5,-,1,+,9,=,1,3,7
28063,5+1*9=14,5,+,1,*,9,=,1,4,7
28064,5+1-9=-3,5,+,1,-,9,=,-,3,7
28065,5+1+9=15,5,+,1,+,9,=,1,5,5
28066,5/1*9=45,5,/,1,*,9,=,4,5,7
28067,5/1-9=-4,5,/,1,-,9,=,-,4,7
28068,5/1+9=14,5,/,1,+,9,=,1,4,7
28069,5*2-0=10,5,*,2,-,0,=,1,0,7
28070,5*2+0=10,5,*,2,+,0,=,1,0,7
28071,5*2*1=10,5,*,2,*,1,=,1,0,6
28072,5*2+1=11,5,*,2,+,1,=,1,1,6
28073,5*2/1=10,5,*,2,/,1,=,1,0,7
28074,5*2*2=20,5,*,2,*,2,=,2,0,5
28075,5*2+2=12,5,*,2,+,2,=,1,2,6
28076,5*2*3=30,5,*,2,*,3,=,3,0,6
28077,5*2+3=13,5,*,2,+,3,=,1,3,7
28078,5-2*3=-1,5,-,2,*,3,=,-,1,7
28079,5+2*3=11,5,+,2,*,3,=,1,1,7
28080,5+2+3=10,5,+,2,+,3,=,1,0,7
28081,5*2*4=40,5,*,2,*,4,=,4,0,6
28082,5*2+4=14,5,*,2,+,4,=,1,4,7
28083,5-2*4=-3,5,-,2,*,4,=,-,3,7
28084,5-2-4=-1,5,-,2,-,4,=,-,1,6
28085,5+2*4=13,5,+,2,*,4,=,1,3,8
28086,5+2+4=11,5,+,2,+,4,=,1,1,6
28087,5/2*4=10,5,/,2,*,4,=,1,0,8
28088,5*2*5=50,5,*,2,*,5,=,5,0,5
28089,5*2+5=15,5,*,2,+,5,=,1,5,6
28090,5-2*5=-5,5,-,2,*,5,=,-,5,5
28091,5-2-5=-2,5,-,2,-,5,=,-,2,4
28092,5+2*5=15,5,+,2,*,5,=,1,5,6
28093,5+2+5=12,5,+,2,+,5,=,1,2,5
28094,5*2*6=60,5,*,2,*,6,=,6,0,6
28095,5*2+6=16,5,*,2,+,6,=,1,6,7
28096,5-2*6=-7,5,-,2,*,6,=,-,7,7
28097,5-2-6=-3,5,-,2,-,6,=,-,3,6
28098,5+2*6=17,5,+,2,*,6,=,1,7,8
28099,5+2+6=13,5,+,2,+,6,=,1,3,7
28100,5/2*6=15,5,/,2,*,6,=,1,5,7
28101,5*2*7=70,5,*,2,*,7,=,7,0,6
28102,5*2+7=17,5,*,2,+,7,=,1,7,7
28103,5-2*7=-9,5,-,2,*,7,=,-,9,7
28104,5-2-7=-4,5,-,2,-,7,=,-,4,6
28105,5-2+7=10,5,-,2,+,7,=,1,0,8
28106,5+2*7=19,5,+,2,*,7,=,1,9,8
28107,5+2+7=14,5,+,2,+,7,=,1,4,7
28108,5*2*8=80,5,*,2,*,8,=,8,0,6
28109,5*2+8=18,5,*,2,+,8,=,1,8,7
28110,5-2-8=-5,5,-,2,-,8,=,-,5,5
28111,5-2+8=11,5,-,2,+,8,=,1,1,7
28112,5+2*8=21,5,+,2,*,8,=,2,1,7
28113,5+2-8=-1,5,+,2,-,8,=,-,1,7
28114,5+2+8=15,5,+,2,+,8,=,1,5,6
28115,5/2*8=20,5,/,2,*,8,=,2,0,7
28116,5*2*9=90,5,*,2,*,9,=,9,0,6
28117,5*2+9=19,5,*,2,+,9,=,1,9,7
28118,5-2-9=-6,5,-,2,-,9,=,-,6,6
28119,5-2+9=12,5,-,2,+,9,=,1,2,7
28120,5+2*9=23,5,+,2,*,9,=,2,3,7
28121,5+2-9=-2,5,+,2,-,9,=,-,2,6
28122,5+2+9=16,5,+,2,+,9,=,1,6,7
28123,5*2-10=0,5,*,2,-,1,0,=,0,7
28124,5*2/10=1,5,*,2,/,1,0,=,1,7
28125,5*3-0=15,5,*,3,-,0,=,1,5,7
28126,5*3+0=15,5,*,3,+,0,=,1,5,7
28127,5*3*1=15,5,*,3,*,1,=,1,5,5
28128,5*3-1=14,5,*,3,-,1,=,1,4,7
28129,5*3+1=16,5,*,3,+,1,=,1,6,7
28130,5*3/1=15,5,*,3,/,1,=,1,5,6
28131,5*3*2=30,5,*,3,*,2,=,3,0,6
28132,5*3-2=13,5,*,3,-,2,=,1,3,7
28133,5*3+2=17,5,*,3,+,2,=,1,7,8
28134,5-3*2=-1,5,-,3,*,2,=,-,1,7
28135,5+3*2=11,5,+,3,*,2,=,1,1,7
28136,5+3+2=10,5,+,3,+,2,=,1,0,7
28137,5*3*3=45,5,*,3,*,3,=,4,5,5
28138,5*3-3=12,5,*,3,-,3,=,1,2,7
28139,5*3+3=18,5,*,3,+,3,=,1,8,7
28140,5-3*3=-4,5,-,3,*,3,=,-,4,6
28141,5-3-3=-1,5,-,3,-,3,=,-,1,5
28142,5+3*3=14,5,+,3,*,3,=,1,4,7
28143,5+3+3=11,5,+,3,+,3,=,1,1,5
28144,5*3*4=60,5,*,3,*,4,=,6,0,7
28145,5*3-4=11,5,*,3,-,4,=,1,1,7
28146,5*3+4=19,5,*,3,+,4,=,1,9,8
28147,5-3*4=-7,5,-,3,*,4,=,-,7,7
28148,5-3-4=-2,5,-,3,-,4,=,-,2,6
28149,5+3*4=17,5,+,3,*,4,=,1,7,8
28150,5+3+4=12,5,+,3,+,4,=,1,2,7
28151,5*3*5=75,5,*,3,*,5,=,7,5,5
28152,5*3-5=10,5,*,3,-,5,=,1,0,7
28153,5*3+5=20,5,*,3,+,5,=,2,0,7
28154,5-3-5=-3,5,-,3,-,5,=,-,3,4
28155,5+3*5=20,5,+,3,*,5,=,2,0,7
28156,5+3+5=13,5,+,3,+,5,=,1,3,5
28157,5*3*6=90,5,*,3,*,6,=,9,0,7
28158,5*3+6=21,5,*,3,+,6,=,2,1,8
28159,5-3-6=-4,5,-,3,-,6,=,-,4,6
28160,5+3*6=23,5,+,3,*,6,=,2,3,7
28161,5+3+6=14,5,+,3,+,6,=,1,4,7
28162,5/3*6=10,5,/,3,*,6,=,1,0,8
28163,5*3+7=22,5,*,3,+,7,=,2,2,7
28164,5-3-7=-5,5,-,3,-,7,=,-,5,5
28165,5+3*7=26,5,+,3,*,7,=,2,6,8
28166,5+3+7=15,5,+,3,+,7,=,1,5,6
28167,5*3+8=23,5,*,3,+,8,=,2,3,7
28168,5-3-8=-6,5,-,3,-,8,=,-,6,6
28169,5-3+8=10,5,-,3,+,8,=,1,0,8
28170,5+3*8=29,5,+,3,*,8,=,2,9,8
28171,5+3+8=16,5,+,3,+,8,=,1,6,7
28172,5*3+9=24,5,*,3,+,9,=,2,4,8
28173,5-3-9=-7,5,-,3,-,9,=,-,7,6
28174,5-3+9=11,5,-,3,+,9,=,1,1,7
28175,5+3*9=32,5,+,3,*,9,=,3,2,7
28176,5+3-9=-1,5,+,3,-,9,=,-,1,7
28177,5+3+9=17,5,+,3,+,9,=,1,7,7
28178,5/3*9=15,5,/,3,*,9,=,1,5,7
28179,5*3-10=5,5,*,3,-,1,0,=,5,7
28180,5*3-11=4,5,*,3,-,1,1,=,4,7
28181,5*3-12=3,5,*,3,-,1,2,=,3,7
28182,5*3-13=2,5,*,3,-,1,3,=,2,7
28183,5*3-14=1,5,*,3,-,1,4,=,1,7
28184,5*3-15=0,5,*,3,-,1,5,=,0,7
28185,5*3/15=1,5,*,3,/,1,5,=,1,6
28186,5*4-0=20,5,*,4,-,0,=,2,0,7
28187,5*4+0=20,5,*,4,+,0,=,2,0,7
28188,5*4*1=20,5,*,4,*,1,=,2,0,7
28189,5*4-1=19,5,*,4,-,1,=,1,9,7
28190,5*4+1=21,5,*,4,+,1,=,2,1,7
28191,5*4/1=20,5,*,4,/,1,=,2,0,8
28192,5+4+1=10,5,+,4,+,1,=,1,0,6
28193,5*4*2=40,5,*,4,*,2,=,4,0,6
28194,5*4-2=18,5,*,4,-,2,=,1,8,8
28195,5*4+2=22,5,*,4,+,2,=,2,2,6
28196,5*4/2=10,5,*,4,/,2,=,1,0,8
28197,5-4*2=-3,5,-,4,*,2,=,-,3,7
28198,5-4-2=-1,5,-,4,-,2,=,-,1,6
28199,5+4*2=13,5,+,4,*,2,=,1,3,8
28200,5+4+2=11,5,+,4,+,2,=,1,1,6
28201,5*4*3=60,5,*,4,*,3,=,6,0,7
28202,5*4-3=17,5,*,4,-,3,=,1,7,8
28203,5*4+3=23,5,*,4,+,3,=,2,3,7
28204,5-4*3=-7,5,-,4,*,3,=,-,7,7
28205,5-4-3=-2,5,-,4,-,3,=,-,2,6
28206,5+4*3=17,5,+,4,*,3,=,1,7,8
28207,5+4+3=12,5,+,4,+,3,=,1,2,7
28208,5*4*4=80,5,*,4,*,4,=,8,0,6
28209,5*4-4=16,5,*,4,-,4,=,1,6,7
28210,5*4+4=24,5,*,4,+,4,=,2,4,6
28211,5-4-4=-3,5,-,4,-,4,=,-,3,5
28212,5+4*4=21,5,+,4,*,4,=,2,1,7
28213,5+4+4=13,5,+,4,+,4,=,1,3,6
28214,5*4-5=15,5,*,4,-,5,=,1,5,6
28215,5*4+5=25,5,*,4,+,5,=,2,5,6
28216,5-4-5=-4,5,-,4,-,5,=,-,4,4
28217,5+4*5=25,5,+,4,*,5,=,2,5,6
28218,5+4+5=14,5,+,4,+,5,=,1,4,5
28219,5*4-6=14,5,*,4,-,6,=,1,4,7
28220,5*4+6=26,5,*,4,+,6,=,2,6,7
28221,5-4-6=-5,5,-,4,-,6,=,-,5,5
28222,5+4*6=29,5,+,4,*,6,=,2,9,8
28223,5+4+6=15,5,+,4,+,6,=,1,5,6
28224,5*4-7=13,5,*,4,-,7,=,1,3,8
28225,5*4+7=27,5,*,4,+,7,=,2,7,7
28226,5-4-7=-6,5,-,4,-,7,=,-,6,6
28227,5+4*7=33,5,+,4,*,7,=,3,3,7
28228,5+4+7=16,5,+,4,+,7,=,1,6,7
28229,5*4-8=12,5,*,4,-,8,=,1,2,8
28230,5*4+8=28,5,*,4,+,8,=,2,8,7
28231,5-4-8=-7,5,-,4,-,8,=,-,7,6
28232,5+4*8=37,5,+,4,*,8,=,3,7,8
28233,5+4+8=17,5,+,4,+,8,=,1,7,7
28234,5/4*8=10,5,/,4,*,8,=,1,0,8
28235,5*4-9=11,5,*,4,-,9,=,1,1,7
28236,5*4+9=29,5,*,4,+,9,=,2,9,7
28237,5-4-9=-8,5,-,4,-,9,=,-,8,6
28238,5-4+9=10,5,-,4,+,9,=,1,0,8
28239,5+4*9=41,5,+,4,*,9,=,4,1,7
28240,5+4+9=18,5,+,4,+,9,=,1,8,7
28241,5*4/10=2,5,*,4,/,1,0,=,2,8
28242,5*4-11=9,5,*,4,-,1,1,=,9,7
28243,5*4-12=8,5,*,4,-,1,2,=,8,8
28244,5*4-13=7,5,*,4,-,1,3,=,7,8
28245,5*4-14=6,5,*,4,-,1,4,=,6,7
28246,5*4-15=5,5,*,4,-,1,5,=,5,6
28247,5*4-16=4,5,*,4,-,1,6,=,4,7
28248,5*4-17=3,5,*,4,-,1,7,=,3,8
28249,5*4-18=2,5,*,4,-,1,8,=,2,8
28250,5*4-19=1,5,*,4,-,1,9,=,1,7
28251,5*4-20=0,5,*,4,-,2,0,=,0,7
28252,5*4/20=1,5,*,4,/,2,0,=,1,8
28253,5*5-0=25,5,*,5,-,0,=,2,5,6
28254,5*5+0=25,5,*,5,+,0,=,2,5,6
28255,5+5-0=10,5,+,5,-,0,=,1,0,6
28256,5+5+0=10,5,+,5,+,0,=,1,0,5
28257,5*5*1=25,5,*,5,*,1,=,2,5,5
28258,5*5-1=24,5,*,5,-,1,=,2,4,7
28259,5*5+1=26,5,*,5,+,1,=,2,6,7
28260,5*5/1=25,5,*,5,/,1,=,2,5,6
28261,5-5-1=-1,5,-,5,-,1,=,-,1,4
28262,5+5*1=10,5,+,5,*,1,=,1,0,6
28263,5+5+1=11,5,+,5,+,1,=,1,1,4
28264,5+5/1=10,5,+,5,/,1,=,1,0,6
28265,5*5*2=50,5,*,5,*,2,=,5,0,5
28266,5*5-2=23,5,*,5,-,2,=,2,3,6
28267,5*5+2=27,5,*,5,+,2,=,2,7,6
28268,5-5*2=-5,5,-,5,*,2,=,-,5,5
28269,5-5-2=-2,5,-,5,-,2,=,-,2,4
28270,5+5*2=15,5,+,5,*,2,=,1,5,6
28271,5+5+2=12,5,+,5,+,2,=,1,2,5
28272,5/5-2=-1,5,/,5,-,2,=,-,1,6
28273,5*5*3=75,5,*,5,*,3,=,7,5,5
28274,5*5-3=22,5,*,5,-,3,=,2,2,6
28275,5*5+3=28,5,*,5,+,3,=,2,8,7
28276,5-5-3=-3,5,-,5,-,3,=,-,3,4
28277,5+5*3=20,5,+,5,*,3,=,2,0,7
28278,5+5+3=13,5,+,5,+,3,=,1,3,5
28279,5/5-3=-2,5,/,5,-,3,=,-,2,6
28280,5*5-4=21,5,*,5,-,4,=,2,1,7
28281,5*5+4=29,5,*,5,+,4,=,2,9,7
28282,5-5-4=-4,5,-,5,-,4,=,-,4,4
28283,5+5*4=25,5,+,5,*,4,=,2,5,6
28284,5+5+4=14,5,+,5,+,4,=,1,4,5
28285,5/5-4=-3,5,/,5,-,4,=,-,3,6
28286,5*5-5=20,5,*,5,-,5,=,2,0,6
28287,5*5+5=30,5,*,5,+,5,=,3,0,6
28288,5-5-5=-5,5,-,5,-,5,=,-,5,3
28289,5+5*5=30,5,+,5,*,5,=,3,0,6
28290,5+5+5=15,5,+,5,+,5,=,1,5,4
28291,5/5-5=-4,5,/,5,-,5,=,-,4,5
28292,5*5-6=19,5,*,5,-,6,=,1,9,7
28293,5*5+6=31,5,*,5,+,6,=,3,1,7
28294,5-5-6=-6,5,-,5,-,6,=,-,6,4
28295,5+5*6=35,5,+,5,*,6,=,3,5,6
28296,5+5+6=16,5,+,5,+,6,=,1,6,5
28297,5/5-6=-5,5,/,5,-,6,=,-,5,5
28298,5*5-7=18,5,*,5,-,7,=,1,8,7
28299,5*5+7=32,5,*,5,+,7,=,3,2,7
28300,5-5-7=-7,5,-,5,-,7,=,-,7,4
28301,5+5*7=40,5,+,5,*,7,=,4,0,7
28302,5+5+7=17,5,+,5,+,7,=,1,7,5
28303,5/5-7=-6,5,/,5,-,7,=,-,6,6
28304,5*5-8=17,5,*,5,-,8,=,1,7,7
28305,5*5+8=33,5,*,5,+,8,=,3,3,6
28306,5-5-8=-8,5,-,5,-,8,=,-,8,4
28307,5+5*8=45,5,+,5,*,8,=,4,5,6
28308,5+5+8=18,5,+,5,+,8,=,1,8,5
28309,5/5-8=-7,5,/,5,-,8,=,-,7,6
28310,5*5-9=16,5,*,5,-,9,=,1,6,7
28311,5*5+9=34,5,*,5,+,9,=,3,4,7
28312,5-5-9=-9,5,-,5,-,9,=,-,9,4
28313,5+5*9=50,5,+,5,*,9,=,5,0,6
28314,5+5+9=19,5,+,5,+,9,=,1,9,5
28315,5/5-9=-8,5,/,5,-,9,=,-,8,6
28316,5/5+9=10,5,/,5,+,9,=,1,0,7
28317,5+5-10=0,5,+,5,-,1,0,=,0,6
28318,5*5-16=9,5,*,5,-,1,6,=,9,7
28319,5*5-17=8,5,*,5,-,1,7,=,8,7
28320,5*5-18=7,5,*,5,-,1,8,=,7,7
28321,5*5-19=6,5,*,5,-,1,9,=,6,7
28322,5*5-20=5,5,*,5,-,2,0,=,5,6
28323,5*5-21=4,5,*,5,-,2,1,=,4,7
28324,5*5-22=3,5,*,5,-,2,2,=,3,6
28325,5*5-23=2,5,*,5,-,2,3,=,2,6
28326,5*5-24=1,5,*,5,-,2,4,=,1,7
28327,5*5-25=0,5,*,5,-,2,5,=,0,6
28328,5*5/25=1,5,*,5,/,2,5,=,1,6
28329,5*6-0=30,5,*,6,-,0,=,3,0,7
28330,5*6+0=30,5,*,6,+,0,=,3,0,7
28331,5-6-0=-1,5,-,6,-,0,=,-,1,6
28332,5-6+0=-1,5,-,6,+,0,=,-,1,7
28333,5+6-0=11,5,+,6,-,0,=,1,1,7
28334,5+6+0=11,5,+,6,+,0,=,1,1,6
28335,5*6*1=30,5,*,6,*,1,=,3,0,7
28336,5*6-1=29,5,*,6,-,1,=,2,9,8
28337,5*6+1=31,5,*,6,+,1,=,3,1,7
28338,5*6/1=30,5,*,6,/,1,=,3,0,8
28339,5-6*1=-1,5,-,6,*,1,=,-,1,6
28340,5-6-1=-2,5,-,6,-,1,=,-,2,6
28341,5-6/1=-1,5,-,6,/,1,=,-,1,6
28342,5+6*1=11,5,+,6,*,1,=,1,1,6
28343,5+6-1=10,5,+,6,-,1,=,1,0,7
28344,5+6+1=12,5,+,6,+,1,=,1,2,6
28345,5+6/1=11,5,+,6,/,1,=,1,1,6
28346,5*6*2=60,5,*,6,*,2,=,6,0,6
28347,5*6-2=28,5,*,6,-,2,=,2,8,7
28348,5*6+2=32,5,*,6,+,2,=,3,2,7
28349,5*6/2=15,5,*,6,/,2,=,1,5,7
28350,5-6*2=-7,5,-,6,*,2,=,-,7,7
28351,5-6-2=-3,5,-,6,-,2,=,-,3,6
28352,5+6*2=17,5,+,6,*,2,=,1,7,8
28353,5+6+2=13,5,+,6,+,2,=,1,3,7
28354,5*6*3=90,5,*,6,*,3,=,9,0,7
28355,5*6-3=27,5,*,6,-,3,=,2,7,8
28356,5*6+3=33,5,*,6,+,3,=,3,3,6
28357,5*6/3=10,5,*,6,/,3,=,1,0,8
28358,5-6-3=-4,5,-,6,-,3,=,-,4,6
28359,5+6*3=23,5,+,6,*,3,=,2,3,7
28360,5+6+3=14,5,+,6,+,3,=,1,4,7
28361,5*6-4=26,5,*,6,-,4,=,2,6,7
28362,5*6+4=34,5,*,6,+,4,=,3,4,7
28363,5-6-4=-5,5,-,6,-,4,=,-,5,5
28364,5+6*4=29,5,+,6,*,4,=,2,9,8
28365,5+6+4=15,5,+,6,+,4,=,1,5,6
28366,5*6-5=25,5,*,6,-,5,=,2,5,6
28367,5*6+5=35,5,*,6,+,5,=,3,5,6
28368,5-6-5=-6,5,-,6,-,5,=,-,6,4
28369,5+6*5=35,5,+,6,*,5,=,3,5,6
28370,5+6+5=16,5,+,6,+,5,=,1,6,5
28371,5*6-6=24,5,*,6,-,6,=,2,4,7
28372,5*6+6=36,5,*,6,+,6,=,3,6,6
28373,5-6-6=-7,5,-,6,-,6,=,-,7,5
28374,5+6*6=41,5,+,6,*,6,=,4,1,7
28375,5+6+6=17,5,+,6,+,6,=,1,7,6
28376,5*6-7=23,5,*,6,-,7,=,2,3,8
28377,5*6+7=37,5,*,6,+,7,=,3,7,7
28378,5-6-7=-8,5,-,6,-,7,=,-,8,6
28379,5+6*7=47,5,+,6,*,7,=,4,7,7
28380,5+6+7=18,5,+,6,+,7,=,1,8,7
28381,5*6-8=22,5,*,6,-,8,=,2,2,7
28382,5*6+8=38,5,*,6,+,8,=,3,8,7
28383,5-6-8=-9,5,-,6,-,8,=,-,9,6
28384,5+6*8=53,5,+,6,*,8,=,5,3,7
28385,5+6+8=19,5,+,6,+,8,=,1,9,7
28386,5*6-9=21,5,*,6,-,9,=,2,1,8
28387,5*6+9=39,5,*,6,+,9,=,3,9,7
28388,5+6*9=59,5,+,6,*,9,=,5,9,6
28389,5+6+9=20,5,+,6,+,9,=,2,0,7
28390,5*6/10=3,5,*,6,/,1,0,=,3,8
28391,5-6+10=9,5,-,6,+,1,0,=,9,8
28392,5+6-10=1,5,+,6,-,1,0,=,1,7
28393,5+6-11=0,5,+,6,-,1,1,=,0,7
28394,5*6/15=2,5,*,6,/,1,5,=,2,7
28395,5*6-21=9,5,*,6,-,2,1,=,9,8
28396,5*6-22=8,5,*,6,-,2,2,=,8,7
28397,5*6-23=7,5,*,6,-,2,3,=,7,8
28398,5*6-24=6,5,*,6,-,2,4,=,6,7
28399,5*6-25=5,5,*,6,-,2,5,=,5,6
28400,5*6-26=4,5,*,6,-,2,6,=,4,7
28401,5*6-27=3,5,*,6,-,2,7,=,3,8
28402,5*6-28=2,5,*,6,-,2,8,=,2,7
28403,5*6-29=1,5,*,6,-,2,9,=,1,8
28404,5*6-30=0,5,*,6,-,3,0,=,0,7
28405,5*6/30=1,5,*,6,/,3,0,=,1,8
28406,5*7-0=35,5,*,7,-,0,=,3,5,7
28407,5*7+0=35,5,*,7,+,0,=,3,5,7
28408,5-7-0=-2,5,-,7,-,0,=,-,2,6
28409,5-7+0=-2,5,-,7,+,0,=,-,2,7
28410,5+7-0=12,5,+,7,-,0,=,1,2,8
28411,5+7+0=12,5,+,7,+,0,=,1,2,7
28412,5*7*1=35,5,*,7,*,1,=,3,5,6
28413,5*7-1=34,5,*,7,-,1,=,3,4,8
28414,5*7+1=36,5,*,7,+,1,=,3,6,8
28415,5*7/1=35,5,*,7,/,1,=,3,5,7
28416,5-7*1=-2,5,-,7,*,1,=,-,2,7
28417,5-7-1=-3,5,-,7,-,1,=,-,3,6
28418,5-7+1=-1,5,-,7,+,1,=,-,1,6
28419,5-7/1=-2,5,-,7,/,1,=,-,2,7
28420,5+7*1=12,5,+,7,*,1,=,1,2,7
28421,5+7-1=11,5,+,7,-,1,=,1,1,6
28422,5+7+1=13,5,+,7,+,1,=,1,3,6
28423,5+7/1=12,5,+,7,/,1,=,1,2,7
28424,5*7*2=70,5,*,7,*,2,=,7,0,6
28425,5*7-2=33,5,*,7,-,2,=,3,3,7
28426,5*7+2=37,5,*,7,+,2,=,3,7,7
28427,5-7*2=-9,5,-,7,*,2,=,-,9,7
28428,5-7-2=-4,5,-,7,-,2,=,-,4,6
28429,5+7*2=19,5,+,7,*,2,=,1,9,8
28430,5+7-2=10,5,+,7,-,2,=,1,0,8
28431,5+7+2=14,5,+,7,+,2,=,1,4,7
28432,5*7-3=32,5,*,7,-,3,=,3,2,7
28433,5*7+3=38,5,*,7,+,3,=,3,8,7
28434,5-7-3=-5,5,-,7,-,3,=,-,5,5
28435,5+7*3=26,5,+,7,*,3,=,2,6,8
28436,5+7+3=15,5,+,7,+,3,=,1,5,6
28437,5*7-4=31,5,*,7,-,4,=,3,1,8
28438,5*7+4=39,5,*,7,+,4,=,3,9,8
28439,5-7-4=-6,5,-,7,-,4,=,-,6,6
28440,5+7*4=33,5,+,7,*,4,=,3,3,7
28441,5+7+4=16,5,+,7,+,4,=,1,6,7
28442,5*7-5=30,5,*,7,-,5,=,3,0,7
28443,5*7+5=40,5,*,7,+,5,=,4,0,7
28444,5-7-5=-7,5,-,7,-,5,=,-,7,4
28445,5+7*5=40,5,+,7,*,5,=,4,0,7
28446,5+7+5=17,5,+,7,+,5,=,1,7,5
28447,5*7-6=29,5,*,7,-,6,=,2,9,8
28448,5*7+6=41,5,*,7,+,6,=,4,1,8
28449,5-7-6=-8,5,-,7,-,6,=,-,8,6
28450,5+7*6=47,5,+,7,*,6,=,4,7,7
28451,5+7+6=18,5,+,7,+,6,=,1,8,7
28452,5*7-7=28,5,*,7,-,7,=,2,8,7
28453,5*7+7=42,5,*,7,+,7,=,4,2,7
28454,5-7-7=-9,5,-,7,-,7,=,-,9,5
28455,5+7*7=54,5,+,7,*,7,=,5,4,6
28456,5+7+7=19,5,+,7,+,7,=,1,9,6
28457,5*7-8=27,5,*,7,-,8,=,2,7,7
28458,5*7+8=43,5,*,7,+,8,=,4,3,8
28459,5+7*8=61,5,+,7,*,8,=,6,1,8
28460,5+7+8=20,5,+,7,+,8,=,2,0,7
28461,5*7-9=26,5,*,7,-,9,=,2,6,8
28462,5*7+9=44,5,*,7,+,9,=,4,4,7
28463,5+7*9=68,5,+,7,*,9,=,6,8,8
28464,5+7+9=21,5,+,7,+,9,=,2,1,7
28465,5-7+10=8,5,-,7,+,1,0,=,8,8
28466,5+7-10=2,5,+,7,-,1,0,=,2,8
28467,5-7+11=9,5,-,7,+,1,1,=,9,7
28468,5+7-11=1,5,+,7,-,1,1,=,1,6
28469,5+7-12=0,5,+,7,-,1,2,=,0,8
28470,5*7-26=9,5,*,7,-,2,6,=,9,8
28471,5*7-27=8,5,*,7,-,2,7,=,8,7
28472,5*7-28=7,5,*,7,-,2,8,=,7,7
28473,5*7-29=6,5,*,7,-,2,9,=,6,8
28474,5*7-30=5,5,*,7,-,3,0,=,5,7
28475,5*7-31=4,5,*,7,-,3,1,=,4,8
28476,5*7-32=3,5,*,7,-,3,2,=,3,7
28477,5*7-33=2,5,*,7,-,3,3,=,2,7
28478,5*7-34=1,5,*,7,-,3,4,=,1,8
28479,5*7-35=0,5,*,7,-,3,5,=,0,7
28480,5*7/35=1,5,*,7,/,3,5,=,1,7
28481,5*8-0=40,5,*,8,-,0,=,4,0,7
28482,5*8+0=40,5,*,8,+,0,=,4,0,7
28483,5-8-0=-3,5,-,8,-,0,=,-,3,6
28484,5-8+0=-3,5,-,8,+,0,=,-,3,7
28485,5+8-0=13,5,+,8,-,0,=,1,3,8
28486,5+8+0=13,5,+,8,+,0,=,1,3,7
28487,5*8*1=40,5,*,8,*,1,=,4,0,7
28488,5*8-1=39,5,*,8,-,1,=,3,9,8
28489,5*8+1=41,5,*,8,+,1,=,4,1,7
28490,5*8/1=40,5,*,8,/,1,=,4,0,8
28491,5-8*1=-3,5,-,8,*,1,=,-,3,7
28492,5-8-1=-4,5,-,8,-,1,=,-,4,6
28493,5-8+1=-2,5,-,8,+,1,=,-,2,7
28494,5-8/1=-3,5,-,8,/,1,=,-,3,7
28495,5+8*1=13,5,+,8,*,1,=,1,3,7
28496,5+8-1=12,5,+,8,-,1,=,1,2,7
28497,5+8+1=14,5,+,8,+,1,=,1,4,6
28498,5+8/1=13,5,+,8,/,1,=,1,3,7
28499,5*8*2=80,5,*,8,*,2,=,8,0,6
28500,5*8-2=38,5,*,8,-,2,=,3,8,7
28501,5*8+2=42,5,*,8,+,2,=,4,2,7
28502,5*8/2=20,5,*,8,/,2,=,2,0,7
28503,5-8-2=-5,5,-,8,-,2,=,-,5,5
28504,5-8+2=-1,5,-,8,+,2,=,-,1,7
28505,5+8*2=21,5,+,8,*,2,=,2,1,7
28506,5+8-2=11,5,+,8,-,2,=,1,1,7
28507,5+8+2=15,5,+,8,+,2,=,1,5,6
28508,5*8-3=37,5,*,8,-,3,=,3,7,7
28509,5*8+3=43,5,*,8,+,3,=,4,3,7
28510,5-8-3=-6,5,-,8,-,3,=,-,6,6
28511,5+8*3=29,5,+,8,*,3,=,2,9,8
28512,5+8-3=10,5,+,8,-,3,=,1,0,8
28513,5+8+3=16,5,+,8,+,3,=,1,6,7
28514,5*8-4=36,5,*,8,-,4,=,3,6,8
28515,5*8+4=44,5,*,8,+,4,=,4,4,6
28516,5*8/4=10,5,*,8,/,4,=,1,0,8
28517,5-8-4=-7,5,-,8,-,4,=,-,7,6
28518,5+8*4=37,5,+,8,*,4,=,3,7,8
28519,5+8+4=17,5,+,8,+,4,=,1,7,7
